Unnamed: 0,CIS20CD,date,sars_cov2_gc_l_mean,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,grab_compo_boo,sars_below_lod,sars_below_loq,reception_delay,catchment_population_ons_mid_2019,catchment_area,catch_in_cis_prop,catch_cis_population,median_prob,ll,ul
5363,J06000183,2020-12-07,32600.27734375,97.0,25.0,3.2000000476837163,7.599999904632568,6689500.0,2.0,56.29513549804689,1.0,1.0,0.0,24.6,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,1.620542077130467,1.1045512215729874,2.368828299577517
5364,J06000183,2020-12-09,94438.27473958331,280.0,26.0,3.400000095367432,7.599999904632568,6689500.0,2.0,45.46788533528646,1.0,0.0,0.0,23.666666666666668,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,1.7894704916860555,1.2244768098002092,2.6061129424229255
5365,J06000183,2020-12-11,71208.640625,130.0,25.0,3.299999952316284,7.599999904632568,6689500.0,2.0,70.9346923828125,1.0,1.0,0.0,25.500000000000004,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,1.9837358381208785,1.3622253367205517,2.8840571814065856
5366,J06000183,2020-12-13,179505.90625,449.99999999999994,32.0,4.699999809265137,7.599999904632568,6689500.0,2.0,9.173828125,0.0,1.0,1.0,25.383333333333336,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,2.2033381164349355,1.5177968023340145,3.202661016528497
5367,J06000183,2020-12-14,143279.53125,170.0,25.0,3.700000047683716,7.599999904632568,6689500.0,2.0,19.3280029296875,1.0,1.0,0.0,25.366666666666664,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,2.313139255591964,1.5955825351407458,3.361962934089453
5368,J06000183,2020-12-16,61052.298746744855,260.0,21.0,2.900000095367432,7.599999904632568,6689500.0,2.0,80.37434387207031,1.0,1.0,0.0,25.15,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,2.5327415339060213,1.7511540007542086,3.680566769211364
5369,J06000183,2020-12-18,182140.40625,380.0,24.0,3.2000000476837163,7.599999904632568,6689500.0,2.0,153.19140625,1.0,1.0,1.0,24.783333333333335,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,2.7380393763535484,1.8791174966280328,4.00106243314758
5370,J06000183,2020-12-20,113737.5703125,90.0,22.0,2.900000095367432,7.599999904632568,6689500.0,2.0,26.68707275390625,1.0,1.0,0.0,25.166666666666668,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,2.929032782934546,1.9794730227622184,4.3234499258981
5371,J06000183,2020-12-21,176383.50813802102,240.0,20.0,2.5999999046325684,7.599999904632568,6689500.0,2.0,17.18145751953125,1.0,1.0,0.0,25.033333333333335,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,3.0245294862250445,2.0296507858293116,4.48464367227336
5372,J06000183,2020-12-23,157068.28125,290.0,23.0,3.0999999046325684,7.599999904632568,6689500.0,2.0,14.4044189453125,1.0,1.0,0.0,24.633333333333333,1826532.0,443.91078958730907,2.0260185210318378,331948.95254141936,3.2155228928060415,2.130006311963497,4.80703116502388
