model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_AllFeatures_Derived,0.008864368014768038,0.9935870141044332,0.011219357821530624,0.016482175365347407,0.9681336194685453,0.022597023780793094,194,665
STGCN_Distance_AllFeatures_Derived,0.010037975161363007,0.9906027594771389,0.013581196357693259,0.02206523502904508,0.9117095853980302,0.03761331852596703,194,665
