epoch,adjacency_train_loss,adjacency_test_loss,distance_train_loss,distance_test_loss
0,0.8175206340703309,3.9137699604034424,0.8172808448765793,4.521167755126953
1,0.4926515382294561,3.859464645385742,0.4858144290891348,4.027257919311523
2,0.4504166216242547,3.6931302547454834,0.43775632422344357,3.8698806762695312
3,0.4434814732156548,3.7755279541015625,0.44240813132594614,4.112678050994873
4,0.39893563369325563,3.8824057579040527,0.3841811823202114,4.125129222869873
5,0.4112894673850022,3.879474639892578,0.3898207070488556,4.210841655731201
6,0.3880829892176039,3.9322471618652344,0.38587410222081575,4.379898548126221
7,0.38100359048329147,3.9137673377990723,0.39179272263073456,4.508329391479492
8,0.35365836234653697,3.8702619075775146,0.3890058667052026,4.450602054595947
9,0.3600074267562698,3.717000722885132,0.3739080350188648,4.411319255828857
10,0.34762053527668413,3.632535696029663,0.3814644516975272,4.538657188415527
11,0.3387489184445026,3.7863810062408447,0.3922593527856995,4.323042869567871
12,0.32660311562757866,3.5565061569213867,0.35881490786285963,4.101410388946533
13,0.30498626711321813,3.71832275390625,0.3429389129958901,4.067343711853027
14,0.29814765821484956,3.640393018722534,0.33946263629431817,3.5717649459838867
15,0.3076072475489448,3.415775775909424,0.3325308101142154,3.4998435974121094
16,0.3065919477273436,2.9581120014190674,0.32170483294655294,3.246605634689331
17,0.27586856929987086,3.9725847244262695,0.2976086681672171,3.379793167114258
18,0.30277058336080287,3.349832534790039,0.2953939297619988,3.272343873977661
19,0.2781241572662896,3.44297456741333,0.2988532911620888,3.1754703521728516
20,0.2956515837679891,3.427002429962158,0.28263064941354826,3.1224608421325684
21,0.2502678268972565,3.3047869205474854,0.2670435874777682,2.98946475982666
22,0.2529347286212678,3.287760019302368,0.28275184377151374,3.029644250869751
23,0.26982609986090195,2.9529597759246826,0.25797513470638034,3.115703821182251
24,0.2587873935699463,2.998150587081909,0.26689355725459024,2.849306106567383
25,0.25360815862522407,2.908971071243286,0.2659476013744579,2.9002323150634766
26,0.2633633643534838,2.648695707321167,0.24342338740825653,2.8456084728240967
27,0.25133634855349857,2.6652607917785645,0.25929469805137784,2.6506497859954834
28,0.24904690449144326,2.7712485790252686,0.23050419591805515,3.081805944442749
29,0.24311594350957402,2.891308546066284,0.23347329837726613,2.895308256149292
30,0.25899434549843564,2.6191458702087402,0.22551186411988502,2.9158101081848145
31,0.24671060040447057,2.6477086544036865,0.23602981741229692,2.662696599960327
32,0.24167591895835072,2.327362060546875,0.2207931118706862,2.7328827381134033
33,0.23488806947773577,2.5868782997131348,0.2064250110849446,2.7805333137512207
34,0.24181481304706312,2.5944247245788574,0.20180973067295319,2.694857597351074
35,0.22233344724073129,2.689713478088379,0.1961630110939344,2.7709546089172363
36,0.22569208066253102,2.4634041786193848,0.199826784724114,2.901918888092041
37,0.2179489111637368,2.452357292175293,0.20108926719894596,2.9976584911346436
38,0.22616689849425764,2.2755627632141113,0.19471575005673894,2.7924602031707764
39,0.20476559454611704,2.3285293579101562,0.19080072385715505,2.5435070991516113
40,0.2124898971295824,2.06453013420105,0.17277457543155728,2.68072247505188
41,0.19750692563898423,2.3372623920440674,0.17208879923119264,2.595053195953369
42,0.19679943464842498,2.2874200344085693,0.15975901995803796,2.760718584060669
43,0.21673866551296384,2.150240182876587,0.16174596767215169,2.6779987812042236
44,0.1908248601590886,2.49086594581604,0.15957678401587055,2.69492506980896
45,0.20161330342000605,2.1487486362457275,0.1681376789495641,2.7915802001953125
46,0.18080493062734604,2.14984130859375,0.16128322635503375,2.6563446521759033
47,0.1696323029989121,2.3311614990234375,0.15470321615244828,2.820338249206543
48,0.1855308663319139,2.4571805000305176,0.1693397359739916,2.6910400390625
49,0.1738647336468977,2.626727819442749,0.16253838140298338,2.787597179412842
50,0.20648736006342897,2.0337345600128174,0.1636954719091163,2.7232937812805176
51,0.17940388860947945,2.29508900642395,0.15620354132032863,2.7285447120666504
52,0.19068663026772292,2.055574417114258,0.15073995986113362,2.88832688331604
53,0.18234493641876706,2.0388195514678955,0.15972953596535852,2.8814103603363037
54,0.17541562875404076,2.217825174331665,0.1509711881916897,2.85248064994812
55,0.16652625554478637,2.3770341873168945,0.153301029740011,2.71077299118042
56,0.18718506140159627,2.1029839515686035,0.1540531112867243,2.8356008529663086
57,0.15452541348834833,2.2323272228240967,0.14257546477750235,2.9104766845703125
58,0.17774376105151923,2.138181447982788,0.15009869408665918,2.8011090755462646
59,0.16678252217232012,2.2640788555145264,0.1460765035932555,2.8279800415039062
