epoch,train_loss,test_loss
0,0.4469866222318481,0.4042819142341614
1,0.08996255900345597,0.23556046187877655
2,0.07065169907668058,0.06301387399435043
3,0.06236736733904656,0.07463876903057098
4,0.05664883547590351,0.0992412343621254
5,0.06154717919508032,0.06734038889408112
6,0.060340765279297735,0.11060015112161636
7,0.04914266449928868,0.04129581153392792
8,0.047629897957485096,0.11361469328403473
9,0.05507613077540608,0.11913757026195526
10,0.04888560247662313,0.11612695455551147
11,0.04672533025344213,0.0426546186208725
12,0.04683814789442455,0.19810816645622253
13,0.04225133754787784,0.05071587860584259
14,0.04722902120328417,0.14194588363170624
15,0.04572873512356013,0.06186605989933014
16,0.04389371277362693,0.03256789967417717
17,0.046858970906731544,0.2024265080690384
18,0.04361997773943871,0.07975148409605026
19,0.04065685061847463,0.17032256722450256
20,0.04161740270644134,0.06087115779519081
21,0.05608241744887303,0.11998485028743744
22,0.042709265616448486,0.07146314531564713
23,0.04319361812782054,0.07107006758451462
24,0.04037246790111942,0.04604164510965347
25,0.04110522335395217,0.08954527229070663
26,0.04068513118716724,0.10497332364320755
27,0.04114999954460883,0.07909238338470459
28,0.03795755346871767,0.3155628740787506
29,0.0415443840400115,0.13650235533714294
30,0.03812122106661692,0.1724884957075119
31,0.041659154043551166,0.11932472884654999
32,0.04183129793690408,0.10185432434082031
33,0.041920361702567806,0.12922969460487366
34,0.040761451291687345,0.11741030216217041
35,0.034780399001879146,0.12994740903377533
36,0.0350568286033676,0.14764940738677979
