model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_Original,0.038834129244236334,0.8767144922415021,0.04919193101604676,0.1506412524632004,-1.2077461729106895,0.18808728778749817,105,665
STGCN_Distance_Original,0.03847171133883928,0.8724886573710171,0.050027899214890904,0.17882438527330366,-2.1155801258478837,0.22343661129068096,105,665
