model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_InfectionRates_Derived,0.010632351554953944,0.9905257781823754,0.013636710827493775,0.02123996818227656,0.9324395173056995,0.032902677869889985,189,665
STGCN_Distance_InfectionRates_Derived,0.009510216074059491,0.9927374399380798,0.011939406131960033,0.01904118864506836,0.9601070869389101,0.025283241265782106,189,665
